hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Metro Hospital,28.65,77.25,2023,2,2,1,Dental,Dr Singh,Yes,No,1,199,5
City Hospital,28.61,77.2,2022,16,96,91,Emergency,Dr Khan,No,Yes,0,86,2
Green Valley Hospital,28.7,77.3,2024,14,154,100,Emergency,Dr Allen,Yes,No,0,95,0
City Hospital,28.61,77.2,2024,6,9,10,Orthopedic,Dr Verma,Yes,No,2,264,9
Metro Hospital,28.65,77.25,2022,22,29,18,X-ray,Dr Ray,Yes,No,4,465,7
Metro Hospital,28.65,77.25,2022,18,80,46,Cardiology,Dr Lee,Yes,No,3,353,3
City Hospital,28.61,77.2,2023,20,98,53,Cardiology,Dr Wright,Yes,No,3,372,2
City Hospital,28.61,77.2,2023,7,52,23,Cardiology,Dr Wright,Yes,No,3,331,4
Green Valley Hospital,28.7,77.3,2023,20,98,78,Dental,Dr Ali,No,Yes,1,126,1
Metro Hospital,28.65,77.25,2024,4,24,14,Emergency,Dr Allen,Yes,No,0,90,4
City Hospital,28.61,77.2,2023,3,31,24,Emergency,Dr Doe,Yes,No,0,77,5
Green Valley Hospital,28.7,77.3,2022,15,40,30,Cardiology,Dr Gupta,Yes,No,3,398,4
Green Valley Hospital,28.7,77.3,2023,3,29,19,Emergency,Dr Smith,Yes,No,0,63,5
Metro Hospital,28.65,77.25,2023,11,94,66,Orthopedic,Dr Patel,Yes,No,2,261,2
Metro Hospital,28.65,77.25,2023,16,42,31,Cardiology,Dr Kim,Yes,No,3,360,3
Metro Hospital,28.65,77.25,2022,19,85,40,Dental,Dr Singh,Yes,No,1,117,1
Metro Hospital,28.65,77.25,2024,13,66,46,Orthopedic,Dr Sharma,Yes,No,2,280,3
Metro Hospital,28.65,77.25,2023,17,31,24,X-ray,Dr Das,Yes,No,4,453,6
City Hospital,28.61,77.2,2023,11,62,30,Dental,Dr Singh,Yes,No,1,164,5
City Hospital,28.61,77.2,2024,10,66,43,Orthopedic,Dr Patel,Yes,No,2,281,2
Metro Hospital,28.65,77.25,2023,20,145,107,Emergency,Dr Khan,No,Yes,0,23,0
City Hospital,28.61,77.2,2022,5,15,8,X-ray,Dr Ray,Yes,No,4,471,6
City Hospital,28.61,77.2,2024,12,77,36,Dental,Dr Singh,Yes,No,1,174,2
Metro Hospital,28.65,77.25,2022,8,30,40,X-ray,Dr Ray,No,Yes,4,476,5
City Hospital,28.61,77.2,2023,11,87,53,Dental,Dr Singh,Yes,No,1,135,0
Green Valley Hospital,28.7,77.3,2024,22,41,33,Cardiology,Dr Gupta,Yes,No,3,339,6
Green Valley Hospital,28.7,77.3,2024,17,28,61,Orthopedic,Dr Reddy,No,Yes,2,222,6
Metro Hospital,28.65,77.25,2022,1,10,10,Orthopedic,Dr Verma,Yes,No,2,246,8
City Hospital,28.61,77.2,2023,10,90,47,Dental,Dr Singh,Yes,No,1,136,0
City Hospital,28.61,77.2,2024,4,9,7,Orthopedic,Dr Patel,Yes,No,2,222,8
Green Valley Hospital,28.7,77.3,2023,4,8,8,Cardiology,Dr Gupta,Yes,No,3,369,9
Metro Hospital,28.65,77.25,2023,16,36,25,Dental,Dr Wong,Yes,No,1,188,6
Metro Hospital,28.65,77.25,2024,8,46,28,Cardiology,Dr Lee,Yes,No,3,394,6
Green Valley Hospital,28.7,77.3,2022,14,88,50,Cardiology,Dr Wright,Yes,No,3,335,1
City Hospital,28.61,77.2,2022,20,142,72,Emergency,Dr Allen,Yes,No,0,52,0
Metro Hospital,28.65,77.25,2023,21,86,49,Orthopedic,Dr Verma,Yes,No,2,238,0
City Hospital,28.61,77.2,2024,23,25,15,Cardiology,Dr Kim,Yes,No,3,348,7
Green Valley Hospital,28.7,77.3,2022,16,27,18,Dental,Dr Wong,Yes,No,1,180,7
City Hospital,28.61,77.2,2023,15,51,31,Cardiology,Dr Kim,Yes,No,3,371,5
Green Valley Hospital,28.7,77.3,2022,21,70,49,X-ray,Dr Das,Yes,No,4,489,2
Green Valley Hospital,28.7,77.3,2024,21,88,54,Cardiology,Dr Gupta,Yes,No,3,387,0
Metro Hospital,28.65,77.25,2023,21,68,41,X-ray,Dr Ray,Yes,No,4,437,2
Green Valley Hospital,28.7,77.3,2023,4,4,2,Cardiology,Dr Wright,Yes,No,3,326,5
City Hospital,28.61,77.2,2022,8,33,22,Cardiology,Dr Kim,Yes,No,3,396,5
Green Valley Hospital,28.7,77.3,2022,6,7,6,Orthopedic,Dr Reddy,Yes,No,2,256,8
City Hospital,28.61,77.2,2024,22,53,25,Orthopedic,Dr Verma,Yes,No,2,292,4
City Hospital,28.61,77.2,2024,23,1,5,Dental,Dr Singh,Yes,No,1,120,9
City Hospital,28.61,77.2,2024,4,41,29,Emergency,Dr Khan,Yes,No,0,45,3
Metro Hospital,28.65,77.25,2024,19,91,45,Cardiology,Dr Wright,Yes,No,3,368,2
City Hospital,28.61,77.2,2023,10,93,43,Cardiology,Dr Gupta,Yes,No,3,386,2
Green Valley Hospital,28.7,77.3,2024,13,79,34,Dental,Dr Ali,Yes,No,1,114,3
City Hospital,28.61,77.2,2023,18,179,129,Emergency,Dr Doe,Yes,No,0,77,0
Metro Hospital,28.65,77.25,2024,6,36,25,Emergency,Dr Khan,Yes,No,0,83,5
City Hospital,28.61,77.2,2023,2,24,16,Emergency,Dr Doe,Yes,No,0,28,5
Green Valley Hospital,28.7,77.3,2024,17,46,28,Cardiology,Dr Gupta,Yes,No,3,383,5
Green Valley Hospital,28.7,77.3,2023,22,1,2,Dental,Dr Singh,Yes,No,1,112,10
City Hospital,28.61,77.2,2024,18,73,38,X-ray,Dr Das,Yes,No,4,486,2
Green Valley Hospital,28.7,77.3,2023,10,160,103,Emergency,Dr Khan,Yes,No,0,38,0
City Hospital,28.61,77.2,2022,20,104,75,Cardiology,Dr Wright,No,Yes,3,323,0
City Hospital,28.61,77.2,2024,6,4,3,Cardiology,Dr Kim,Yes,No,3,360,7
City Hospital,28.61,77.2,2022,13,73,49,Orthopedic,Dr Patel,Yes,No,2,267,3
City Hospital,28.61,77.2,2022,3,19,9,X-ray,Dr Das,Yes,No,4,478,6
City Hospital,28.61,77.2,2024,1,11,11,Cardiology,Dr Kim,Yes,No,3,381,5
Green Valley Hospital,28.7,77.3,2024,22,40,30,Orthopedic,Dr Patel,Yes,No,2,214,5
Metro Hospital,28.65,77.25,2022,10,79,42,Dental,Dr Ali,Yes,No,1,194,1
City Hospital,28.61,77.2,2023,13,70,43,Cardiology,Dr Gupta,Yes,No,3,381,1
City Hospital,28.61,77.2,2022,17,32,18,X-ray,Dr Das,Yes,No,4,467,6
Metro Hospital,28.65,77.25,2024,10,70,49,Orthopedic,Dr Patel,Yes,No,2,286,2
Green Valley Hospital,28.7,77.3,2022,3,46,29,Emergency,Dr Khan,Yes,No,0,54,6
Green Valley Hospital,28.7,77.3,2024,6,2,5,Orthopedic,Dr Sharma,Yes,No,2,239,9
City Hospital,28.61,77.2,2023,6,2,5,Orthopedic,Dr Sharma,Yes,No,2,294,8
Metro Hospital,28.65,77.25,2023,21,101,87,Orthopedic,Dr Reddy,No,Yes,2,234,1
Metro Hospital,28.65,77.25,2022,1,3,3,Dental,Dr Ali,Yes,No,1,151,7
Metro Hospital,28.65,77.25,2022,0,30,24,Orthopedic,Dr Patel,Yes,No,2,244,5
Metro Hospital,28.65,77.25,2022,22,50,30,Orthopedic,Dr Sharma,Yes,No,2,279,6
City Hospital,28.61,77.2,2024,6,12,11,X-ray,Dr Das,Yes,No,4,490,7
Green Valley Hospital,28.7,77.3,2024,11,60,37,Dental,Dr Wong,Yes,No,1,125,2
City Hospital,28.61,77.2,2022,13,64,28,Orthopedic,Dr Verma,Yes,No,2,221,4
Metro Hospital,28.65,77.25,2022,4,11,10,Orthopedic,Dr Reddy,Yes,No,2,240,8
City Hospital,28.61,77.2,2023,8,71,34,Emergency,Dr Doe,Yes,No,0,24,3
City Hospital,28.61,77.2,2023,19,94,56,Dental,Dr Wong,Yes,No,1,190,0
Metro Hospital,28.65,77.25,2024,20,90,100,Cardiology,Dr Gupta,No,Yes,3,338,0
Green Valley Hospital,28.7,77.3,2023,2,19,14,X-ray,Dr Das,Yes,No,4,491,9
Metro Hospital,28.65,77.25,2024,13,70,53,Orthopedic,Dr Patel,Yes,No,2,294,3
City Hospital,28.61,77.2,2023,0,33,22,X-ray,Dr Das,Yes,No,4,475,6
City Hospital,28.61,77.2,2023,19,80,48,Dental,Dr Ali,Yes,No,1,129,3
Metro Hospital,28.65,77.25,2022,1,5,45,Cardiology,Dr Wright,No,Yes,3,328,6
City Hospital,28.61,77.2,2024,3,11,8,Orthopedic,Dr Reddy,Yes,No,2,288,9
Green Valley Hospital,28.7,77.3,2023,15,49,25,Orthopedic,Dr Verma,Yes,No,2,211,6
Metro Hospital,28.65,77.25,2024,7,67,36,Emergency,Dr Doe,Yes,No,0,83,3
Green Valley Hospital,28.7,77.3,2024,15,95,40,Emergency,Dr Smith,Yes,No,0,91,1
City Hospital,28.61,77.2,2022,10,160,74,Emergency,Dr Allen,Yes,No,0,70,0
City Hospital,28.61,77.2,2024,23,1,2,Dental,Dr Ali,Yes,No,1,111,8
Metro Hospital,28.65,77.25,2024,17,44,27,Orthopedic,Dr Reddy,Yes,No,2,297,3
Green Valley Hospital,28.7,77.3,2023,16,42,27,X-ray,Dr Ray,Yes,No,4,435,7
Metro Hospital,28.65,77.25,2023,0,47,28,Cardiology,Dr Lee,Yes,No,3,393,3
Green Valley Hospital,28.7,77.3,2024,7,44,33,X-ray,Dr Ray,Yes,No,4,431,4
City Hospital,28.61,77.2,2024,3,13,12,X-ray,Dr Das,Yes,No,4,411,6
City Hospital,28.61,77.2,2023,9,42,27,Cardiology,Dr Lee,Yes,No,3,390,5
City Hospital,28.61,77.2,2023,13,44,26,X-ray,Dr Ray,Yes,No,4,411,5
Metro Hospital,28.65,77.25,2022,8,36,21,Orthopedic,Dr Reddy,Yes,No,2,255,5
City Hospital,28.61,77.2,2024,6,21,14,Emergency,Dr Smith,Yes,No,0,49,4
Metro Hospital,28.65,77.25,2024,7,3,3,Dental,Dr Ali,Yes,No,1,194,10
Metro Hospital,28.65,77.25,2024,9,37,27,X-ray,Dr Das,Yes,No,4,488,7
City Hospital,28.61,77.2,2022,2,7,38,Cardiology,Dr Gupta,No,Yes,3,350,6
Metro Hospital,28.65,77.25,2024,7,0,0,Dental,Dr Ali,Yes,No,1,181,5
Metro Hospital,28.65,77.25,2022,14,78,38,Cardiology,Dr Kim,Yes,No,3,318,3
Metro Hospital,28.65,77.25,2024,9,45,33,Cardiology,Dr Lee,Yes,No,3,357,5
City Hospital,28.61,77.2,2023,10,79,39,Dental,Dr Ali,Yes,No,1,173,1
Green Valley Hospital,28.7,77.3,2022,5,18,15,X-ray,Dr Ray,Yes,No,4,490,10
Green Valley Hospital,28.7,77.3,2022,11,93,51,Cardiology,Dr Kim,Yes,No,3,345,0
Green Valley Hospital,28.7,77.3,2024,23,40,22,Cardiology,Dr Kim,Yes,No,3,343,6
Metro Hospital,28.65,77.25,2023,16,106,77,Emergency,Dr Doe,Yes,No,0,98,0
Metro Hospital,28.65,77.25,2023,9,38,28,X-ray,Dr Das,Yes,No,4,434,5
City Hospital,28.61,77.2,2024,7,1,2,Dental,Dr Ali,Yes,No,1,160,5
Green Valley Hospital,28.7,77.3,2024,11,86,39,Orthopedic,Dr Reddy,Yes,No,2,256,3
Green Valley Hospital,28.7,77.3,2023,18,70,35,Cardiology,Dr Wright,Yes,No,3,353,2
Metro Hospital,28.65,77.25,2024,9,103,61,Emergency,Dr Khan,Yes,No,0,42,0
City Hospital,28.61,77.2,2023,17,25,11,Dental,Dr Ali,Yes,No,1,149,6
Green Valley Hospital,28.7,77.3,2024,17,25,16,Dental,Dr Ali,Yes,No,1,123,7
Green Valley Hospital,28.7,77.3,2023,22,99,70,Emergency,Dr Khan,Yes,No,0,25,1
Green Valley Hospital,28.7,77.3,2024,1,34,17,Emergency,Dr Smith,Yes,No,0,38,4
Metro Hospital,28.65,77.25,2023,7,30,13,X-ray,Dr Ray,Yes,No,4,447,6
City Hospital,28.61,77.2,2024,10,60,44,Cardiology,Dr Wright,Yes,No,3,368,3
Green Valley Hospital,28.7,77.3,2022,6,48,58,Emergency,Dr Allen,No,Yes,0,39,2
Green Valley Hospital,28.7,77.3,2022,7,38,20,Cardiology,Dr Wright,Yes,No,3,324,7
Metro Hospital,28.65,77.25,2024,2,1,4,Dental,Dr Singh,Yes,No,1,168,8
Green Valley Hospital,28.7,77.3,2023,8,39,54,Dental,Dr Wong,No,Yes,1,119,4
Metro Hospital,28.65,77.25,2022,2,10,10,Orthopedic,Dr Patel,Yes,No,2,232,9
Metro Hospital,28.65,77.25,2024,9,33,18,Orthopedic,Dr Patel,Yes,No,2,281,6
City Hospital,28.61,77.2,2022,4,9,8,Cardiology,Dr Wright,Yes,No,3,385,6
City Hospital,28.61,77.2,2023,10,63,40,Dental,Dr Wong,Yes,No,1,190,5
City Hospital,28.61,77.2,2024,15,36,16,Orthopedic,Dr Reddy,Yes,No,2,296,6
City Hospital,28.61,77.2,2023,10,67,48,Orthopedic,Dr Verma,Yes,No,2,225,2
Metro Hospital,28.65,77.25,2023,6,13,12,X-ray,Dr Ray,Yes,No,4,499,10
Green Valley Hospital,28.7,77.3,2022,16,40,29,Cardiology,Dr Gupta,Yes,No,3,364,7
Green Valley Hospital,28.7,77.3,2024,6,12,12,X-ray,Dr Das,Yes,No,4,411,7
Metro Hospital,28.65,77.25,2022,23,26,18,X-ray,Dr Ray,Yes,No,4,413,5
Metro Hospital,28.65,77.25,2022,15,28,14,Cardiology,Dr Kim,Yes,No,3,320,9
Metro Hospital,28.65,77.25,2022,9,37,25,Cardiology,Dr Kim,Yes,No,3,371,5
Metro Hospital,28.65,77.25,2022,13,62,60,X-ray,Dr Das,No,Yes,4,491,4
City Hospital,28.61,77.2,2022,20,180,76,Emergency,Dr Smith,Yes,No,0,92,0
Green Valley Hospital,28.7,77.3,2022,19,75,54,Orthopedic,Dr Reddy,Yes,No,2,255,1
City Hospital,28.61,77.2,2024,12,93,47,Orthopedic,Dr Patel,Yes,No,2,216,1
City Hospital,28.61,77.2,2024,14,48,29,X-ray,Dr Das,Yes,No,4,444,4
Metro Hospital,28.65,77.25,2022,13,137,88,Emergency,Dr Khan,Yes,No,0,19,0
City Hospital,28.61,77.2,2023,6,1,1,Dental,Dr Singh,Yes,No,1,168,8
Metro Hospital,28.65,77.25,2023,1,3,5,Cardiology,Dr Gupta,Yes,No,3,338,7
City Hospital,28.61,77.2,2022,9,45,32,Cardiology,Dr Lee,Yes,No,3,325,6
City Hospital,28.61,77.2,2022,11,120,63,Emergency,Dr Smith,Yes,No,0,68,0
Green Valley Hospital,28.7,77.3,2023,11,66,42,X-ray,Dr Das,Yes,No,4,427,3
City Hospital,28.61,77.2,2022,14,80,56,Orthopedic,Dr Sharma,Yes,No,2,270,2
City Hospital,28.61,77.2,2023,2,37,23,Emergency,Dr Smith,Yes,No,0,42,6
City Hospital,28.61,77.2,2022,10,85,76,Orthopedic,Dr Verma,No,Yes,2,245,0
Metro Hospital,28.65,77.25,2022,8,27,17,X-ray,Dr Ray,Yes,No,4,442,6
City Hospital,28.61,77.2,2024,2,2,4,Dental,Dr Ali,Yes,No,1,153,10
Metro Hospital,28.65,77.25,2022,17,33,21,Orthopedic,Dr Verma,Yes,No,2,282,6
Green Valley Hospital,28.7,77.3,2022,0,34,23,X-ray,Dr Das,Yes,No,4,439,7
Metro Hospital,28.65,77.25,2022,23,95,66,Emergency,Dr Khan,Yes,No,0,78,1
City Hospital,28.61,77.2,2022,1,14,10,X-ray,Dr Ray,Yes,No,4,457,6
Green Valley Hospital,28.7,77.3,2023,17,53,33,Dental,Dr Singh,Yes,No,1,127,4
City Hospital,28.61,77.2,2024,4,3,34,Dental,Dr Singh,No,Yes,1,192,8
Green Valley Hospital,28.7,77.3,2022,6,0,0,Dental,Dr Wong,Yes,No,1,156,5
City Hospital,28.61,77.2,2024,21,95,65,Orthopedic,Dr Reddy,Yes,No,2,299,0
Metro Hospital,28.65,77.25,2022,11,130,68,Emergency,Dr Smith,Yes,No,0,43,0
Green Valley Hospital,28.7,77.3,2024,21,63,43,X-ray,Dr Ray,Yes,No,4,471,3
Metro Hospital,28.65,77.25,2022,7,32,53,X-ray,Dr Ray,No,Yes,4,415,7
Green Valley Hospital,28.7,77.3,2024,11,83,36,Orthopedic,Dr Reddy,Yes,No,2,228,3
Metro Hospital,28.65,77.25,2024,7,43,25,X-ray,Dr Das,Yes,No,4,495,4
Green Valley Hospital,28.7,77.3,2023,12,75,35,Orthopedic,Dr Reddy,Yes,No,2,254,3
City Hospital,28.61,77.2,2023,8,40,30,Orthopedic,Dr Verma,Yes,No,2,218,4
Metro Hospital,28.65,77.25,2022,23,106,65,Emergency,Dr Allen,Yes,No,0,88,0
City Hospital,28.61,77.2,2024,19,174,97,Emergency,Dr Doe,Yes,No,0,77,0
Green Valley Hospital,28.7,77.3,2024,19,58,63,X-ray,Dr Das,No,Yes,4,438,6
Metro Hospital,28.65,77.25,2023,20,72,30,Cardiology,Dr Gupta,Yes,No,3,365,1
City Hospital,28.61,77.2,2023,21,169,125,Emergency,Dr Doe,No,Yes,0,15,0
Metro Hospital,28.65,77.25,2022,10,61,31,Cardiology,Dr Lee,Yes,No,3,331,5
Green Valley Hospital,28.7,77.3,2024,11,94,48,Dental,Dr Ali,Yes,No,1,167,1
Green Valley Hospital,28.7,77.3,2022,20,95,57,Dental,Dr Singh,Yes,No,1,114,1
City Hospital,28.61,77.2,2022,5,7,3,Cardiology,Dr Gupta,Yes,No,3,391,8
City Hospital,28.61,77.2,2022,15,33,25,Cardiology,Dr Gupta,Yes,No,3,333,7
City Hospital,28.61,77.2,2024,4,11,7,Cardiology,Dr Wright,Yes,No,3,310,8
Metro Hospital,28.65,77.25,2023,19,144,93,Emergency,Dr Allen,Yes,No,0,39,0
Green Valley Hospital,28.7,77.3,2024,7,49,61,Orthopedic,Dr Patel,No,Yes,2,221,4
City Hospital,28.61,77.2,2022,4,3,6,Cardiology,Dr Wright,Yes,No,3,359,6
Metro Hospital,28.65,77.25,2024,13,61,44,Orthopedic,Dr Reddy,Yes,No,2,293,4
Green Valley Hospital,28.7,77.3,2024,10,51,47,X-ray,Dr Das,No,Yes,4,450,5
Metro Hospital,28.65,77.25,2023,10,68,43,Dental,Dr Ali,Yes,No,1,159,4
City Hospital,28.61,77.2,2023,4,2,1,Dental,Dr Ali,Yes,No,1,194,6
Metro Hospital,28.65,77.25,2022,17,96,60,Emergency,Dr Khan,Yes,No,0,15,1
Green Valley Hospital,28.7,77.3,2022,12,86,53,Cardiology,Dr Kim,Yes,No,3,340,3
Green Valley Hospital,28.7,77.3,2023,21,58,37,X-ray,Dr Ray,Yes,No,4,433,2
Metro Hospital,28.65,77.25,2023,19,161,76,Emergency,Dr Smith,Yes,No,0,48,0
City Hospital,28.61,77.2,2023,15,32,22,X-ray,Dr Das,Yes,No,4,480,5
Green Valley Hospital,28.7,77.3,2023,6,42,27,Emergency,Dr Allen,Yes,No,0,88,4
Metro Hospital,28.65,77.25,2022,15,84,75,Emergency,Dr Allen,No,Yes,0,68,1
Green Valley Hospital,28.7,77.3,2024,12,60,43,Cardiology,Dr Kim,Yes,No,3,313,4
Metro Hospital,28.65,77.25,2023,10,169,95,Emergency,Dr Allen,Yes,No,0,34,0
City Hospital,28.61,77.2,2022,12,69,42,Dental,Dr Ali,Yes,No,1,140,3
City Hospital,28.61,77.2,2024,12,64,46,Cardiology,Dr Lee,Yes,No,3,371,2
City Hospital,28.61,77.2,2023,22,92,50,Emergency,Dr Doe,Yes,No,0,18,2
Metro Hospital,28.65,77.25,2024,22,33,20,X-ray,Dr Das,Yes,No,4,470,7
Metro Hospital,28.65,77.25,2022,14,157,73,Emergency,Dr Allen,Yes,No,0,21,0
City Hospital,28.61,77.2,2024,1,3,36,Dental,Dr Wong,No,Yes,1,188,8
Metro Hospital,28.65,77.25,2022,16,52,38,Cardiology,Dr Kim,Yes,No,3,311,4
City Hospital,28.61,77.2,2022,9,81,51,Emergency,Dr Doe,Yes,No,0,34,2
City Hospital,28.61,77.2,2023,19,86,54,Orthopedic,Dr Verma,Yes,No,2,255,2
City Hospital,28.61,77.2,2023,20,99,65,Orthopedic,Dr Verma,Yes,No,2,234,1
Metro Hospital,28.65,77.25,2024,12,73,67,Dental,Dr Singh,No,Yes,1,123,2
City Hospital,28.61,77.2,2024,19,96,46,Orthopedic,Dr Patel,Yes,No,2,278,2
Metro Hospital,28.65,77.25,2024,17,48,24,Dental,Dr Ali,Yes,No,1,194,5
Metro Hospital,28.65,77.25,2024,18,60,36,X-ray,Dr Ray,Yes,No,4,422,4
Green Valley Hospital,28.7,77.3,2024,4,6,5,Orthopedic,Dr Reddy,Yes,No,2,253,8
City Hospital,28.61,77.2,2023,15,105,66,Emergency,Dr Smith,Yes,No,0,70,0
City Hospital,28.61,77.2,2023,2,5,5,Orthopedic,Dr Reddy,Yes,No,2,231,9
Metro Hospital,28.65,77.25,2023,23,66,34,Emergency,Dr Khan,Yes,No,0,55,2
City Hospital,28.61,77.2,2022,23,98,42,Emergency,Dr Smith,Yes,No,0,80,2
Metro Hospital,28.65,77.25,2023,6,6,42,Cardiology,Dr Gupta,No,Yes,3,312,8
Metro Hospital,28.65,77.25,2024,14,69,37,Orthopedic,Dr Reddy,Yes,No,2,260,4
Green Valley Hospital,28.7,77.3,2024,8,71,43,Emergency,Dr Smith,Yes,No,0,95,3
Green Valley Hospital,28.7,77.3,2022,23,69,34,Emergency,Dr Smith,Yes,No,0,58,4
Green Valley Hospital,28.7,77.3,2022,16,32,20,Dental,Dr Ali,Yes,No,1,175,6
City Hospital,28.61,77.2,2022,13,134,91,Emergency,Dr Khan,Yes,No,0,85,0
Green Valley Hospital,28.7,77.3,2024,2,4,3,Cardiology,Dr Kim,Yes,No,3,361,7
Green Valley Hospital,28.7,77.3,2023,12,82,78,Dental,Dr Singh,No,Yes,1,176,1
Metro Hospital,28.65,77.25,2022,9,34,19,Dental,Dr Ali,Yes,No,1,199,7
Green Valley Hospital,28.7,77.3,2023,12,75,54,Orthopedic,Dr Reddy,Yes,No,2,246,2
City Hospital,28.61,77.2,2023,13,60,34,X-ray,Dr Ray,Yes,No,4,489,4
Metro Hospital,28.65,77.25,2022,23,38,20,Orthopedic,Dr Reddy,Yes,No,2,244,6
Metro Hospital,28.65,77.25,2024,1,34,51,Emergency,Dr Allen,No,Yes,0,21,4
Metro Hospital,28.65,77.25,2024,13,81,42,Cardiology,Dr Gupta,Yes,No,3,371,1
Metro Hospital,28.65,77.25,2024,4,27,18,Emergency,Dr Khan,Yes,No,0,55,5
Metro Hospital,28.65,77.25,2022,16,29,18,X-ray,Dr Ray,Yes,No,4,493,6
City Hospital,28.61,77.2,2022,7,43,21,X-ray,Dr Ray,Yes,No,4,410,4
Green Valley Hospital,28.7,77.3,2022,15,39,57,Cardiology,Dr Gupta,No,Yes,3,352,5
City Hospital,28.61,77.2,2024,1,13,8,X-ray,Dr Ray,Yes,No,4,422,6
Metro Hospital,28.65,77.25,2022,1,35,55,Emergency,Dr Allen,No,Yes,0,75,2
Green Valley Hospital,28.7,77.3,2024,23,26,17,X-ray,Dr Das,Yes,No,4,465,5
City Hospital,28.61,77.2,2022,1,10,9,X-ray,Dr Das,Yes,No,4,495,9
City Hospital,28.61,77.2,2024,6,29,15,Emergency,Dr Doe,Yes,No,0,32,4
City Hospital,28.61,77.2,2024,4,16,13,X-ray,Dr Das,Yes,No,4,469,6
Green Valley Hospital,28.7,77.3,2023,15,110,93,Emergency,Dr Allen,No,Yes,0,93,0
Metro Hospital,28.65,77.25,2022,7,25,37,Orthopedic,Dr Verma,No,Yes,2,212,5
City Hospital,28.61,77.2,2023,0,108,96,Emergency,Dr Allen,No,Yes,0,79,0
City Hospital,28.61,77.2,2023,8,32,19,X-ray,Dr Das,Yes,No,4,420,4
Green Valley Hospital,28.7,77.3,2023,12,87,82,Orthopedic,Dr Patel,No,Yes,2,270,1
Green Valley Hospital,28.7,77.3,2023,1,1,5,Dental,Dr Wong,Yes,No,1,190,7
Green Valley Hospital,28.7,77.3,2022,7,49,29,Cardiology,Dr Gupta,Yes,No,3,376,5
City Hospital,28.61,77.2,2022,4,31,24,Emergency,Dr Doe,Yes,No,0,27,3
City Hospital,28.61,77.2,2022,4,7,6,Cardiology,Dr Lee,Yes,No,3,388,10
Metro Hospital,28.65,77.25,2022,19,54,32,X-ray,Dr Das,Yes,No,4,492,5
Green Valley Hospital,28.7,77.3,2022,1,9,6,Cardiology,Dr Kim,Yes,No,3,313,9
City Hospital,28.61,77.2,2024,2,39,20,Emergency,Dr Khan,Yes,No,0,18,4
Metro Hospital,28.65,77.25,2023,13,122,69,Emergency,Dr Doe,Yes,No,0,31,0
City Hospital,28.61,77.2,2023,19,66,74,X-ray,Dr Das,No,Yes,4,437,4
Metro Hospital,28.65,77.25,2022,15,28,18,X-ray,Dr Ray,Yes,No,4,467,8
Green Valley Hospital,28.7,77.3,2022,11,86,81,Cardiology,Dr Wright,No,Yes,3,354,3
City Hospital,28.61,77.2,2022,9,36,40,X-ray,Dr Das,No,Yes,4,465,3
City Hospital,28.61,77.2,2023,21,76,77,Orthopedic,Dr Sharma,No,Yes,2,226,3
Metro Hospital,28.65,77.25,2022,20,66,33,X-ray,Dr Ray,Yes,No,4,486,4
City Hospital,28.61,77.2,2022,22,41,22,Cardiology,Dr Lee,Yes,No,3,355,4
Green Valley Hospital,28.7,77.3,2022,15,26,19,Cardiology,Dr Wright,Yes,No,3,317,8
Metro Hospital,28.65,77.25,2022,2,19,16,X-ray,Dr Das,Yes,No,4,470,7
Green Valley Hospital,28.7,77.3,2022,7,35,25,X-ray,Dr Ray,Yes,No,4,470,7
Green Valley Hospital,28.7,77.3,2023,9,41,64,Dental,Dr Ali,No,Yes,1,183,5
Metro Hospital,28.65,77.25,2022,1,14,7,X-ray,Dr Ray,Yes,No,4,471,6
City Hospital,28.61,77.2,2024,9,36,37,Orthopedic,Dr Reddy,No,Yes,2,246,3
Green Valley Hospital,28.7,77.3,2024,18,96,70,Dental,Dr Singh,No,Yes,1,171,2
City Hospital,28.61,77.2,2024,19,95,52,Orthopedic,Dr Patel,Yes,No,2,255,2
City Hospital,28.61,77.2,2022,3,3,33,Dental,Dr Ali,No,Yes,1,118,9
City Hospital,28.61,77.2,2022,6,33,50,Emergency,Dr Allen,No,Yes,0,51,4
Metro Hospital,28.65,77.25,2022,21,1,2,Dental,Dr Singh,Yes,No,1,155,6
City Hospital,28.61,77.2,2022,5,1,2,Dental,Dr Ali,Yes,No,1,132,8
City Hospital,28.61,77.2,2024,16,36,22,Cardiology,Dr Lee,Yes,No,3,399,7
Metro Hospital,28.65,77.25,2023,9,85,49,Emergency,Dr Doe,Yes,No,0,35,4
Metro Hospital,28.65,77.25,2023,4,11,10,Orthopedic,Dr Sharma,Yes,No,2,288,7
City Hospital,28.61,77.2,2024,3,40,31,Emergency,Dr Smith,Yes,No,0,37,4
Green Valley Hospital,28.7,77.3,2022,16,78,32,Emergency,Dr Doe,Yes,No,0,79,1
Metro Hospital,28.65,77.25,2023,23,32,47,Cardiology,Dr Gupta,No,Yes,3,334,6
Metro Hospital,28.65,77.25,2022,11,75,31,Orthopedic,Dr Sharma,Yes,No,2,225,2
City Hospital,28.61,77.2,2022,6,6,4,Cardiology,Dr Gupta,Yes,No,3,356,7
Metro Hospital,28.65,77.25,2022,8,78,42,Emergency,Dr Doe,Yes,No,0,24,2
City Hospital,28.61,77.2,2023,0,1,5,Dental,Dr Wong,Yes,No,1,194,9
