hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Green Valley Hospital,28.7,77.3,2024,16,52,29,Orthopedic,Dr Sharma,Yes,No,2,292,5
City Hospital,28.61,77.2,2024,18,87,84,Orthopedic,Dr Verma,No,Yes,2,284,1
City Hospital,28.61,77.2,2023,17,54,32,Orthopedic,Dr Patel,Yes,No,2,265,4
City Hospital,28.61,77.2,2022,3,1,3,Dental,Dr Singh,Yes,No,1,143,8
Metro Hospital,28.65,77.25,2022,17,55,30,Emergency,Dr Smith,Yes,No,0,23,4
City Hospital,28.61,77.2,2023,4,11,8,X-ray,Dr Ray,Yes,No,4,467,6
Metro Hospital,28.65,77.25,2022,6,0,0,Dental,Dr Singh,No,Yes,1,120,8
Green Valley Hospital,28.7,77.3,2023,8,41,20,Dental,Dr Singh,Yes,No,1,197,6
City Hospital,28.61,77.2,2023,12,91,63,Orthopedic,Dr Verma,Yes,No,2,284,0
Green Valley Hospital,28.7,77.3,2023,2,35,20,Emergency,Dr Smith,Yes,No,0,13,2
Green Valley Hospital,28.7,77.3,2024,8,36,24,Cardiology,Dr Wright,Yes,No,3,384,8
Green Valley Hospital,28.7,77.3,2022,4,11,10,X-ray,Dr Ray,Yes,No,4,419,5
Green Valley Hospital,28.7,77.3,2022,16,43,23,Orthopedic,Dr Verma,Yes,No,2,289,7
Metro Hospital,28.65,77.25,2024,21,64,64,X-ray,Dr Ray,No,Yes,4,428,4
Green Valley Hospital,28.7,77.3,2023,22,53,28,Cardiology,Dr Lee,Yes,No,3,316,3
Green Valley Hospital,28.7,77.3,2022,13,83,48,Dental,Dr Wong,Yes,No,1,174,2
Green Valley Hospital,28.7,77.3,2023,11,67,47,X-ray,Dr Ray,Yes,No,4,432,3
Green Valley Hospital,28.7,77.3,2023,12,55,33,X-ray,Dr Ray,Yes,No,4,475,5
Metro Hospital,28.65,77.25,2023,1,15,40,X-ray,Dr Ray,No,Yes,4,425,9
City Hospital,28.61,77.2,2023,10,85,51,Orthopedic,Dr Patel,Yes,No,2,296,1
Metro Hospital,28.65,77.25,2023,0,0,0,Dental,Dr Wong,No,Yes,1,198,10
City Hospital,28.61,77.2,2022,16,66,45,Emergency,Dr Khan,Yes,No,0,99,4
City Hospital,28.61,77.2,2023,3,18,16,X-ray,Dr Das,Yes,No,4,459,6
Metro Hospital,28.65,77.25,2022,7,42,24,Cardiology,Dr Lee,Yes,No,3,385,5
Metro Hospital,28.65,77.25,2024,19,64,41,X-ray,Dr Das,Yes,No,4,429,3
Green Valley Hospital,28.7,77.3,2023,12,70,29,Dental,Dr Singh,Yes,No,1,115,2
Metro Hospital,28.65,77.25,2022,17,50,35,Cardiology,Dr Gupta,Yes,No,3,338,3
Green Valley Hospital,28.7,77.3,2024,5,11,10,X-ray,Dr Das,Yes,No,4,418,7
Metro Hospital,28.65,77.25,2023,18,80,43,Orthopedic,Dr Verma,Yes,No,2,274,3
Metro Hospital,28.65,77.25,2024,8,38,26,Cardiology,Dr Wright,Yes,No,3,389,6
Green Valley Hospital,28.7,77.3,2024,8,53,31,Dental,Dr Singh,Yes,No,1,170,4
Green Valley Hospital,28.7,77.3,2023,1,17,13,X-ray,Dr Ray,Yes,No,4,465,7
Metro Hospital,28.65,77.25,2023,18,87,52,Dental,Dr Singh,Yes,No,1,167,0
City Hospital,28.61,77.2,2022,12,61,31,Orthopedic,Dr Sharma,Yes,No,2,246,3
Green Valley Hospital,28.7,77.3,2022,22,35,23,Orthopedic,Dr Patel,Yes,No,2,243,5
City Hospital,28.61,77.2,2023,1,18,35,X-ray,Dr Das,No,Yes,4,492,8
Green Valley Hospital,28.7,77.3,2023,3,44,33,Emergency,Dr Allen,Yes,No,0,91,5
City Hospital,28.61,77.2,2022,10,81,54,Cardiology,Dr Wright,Yes,No,3,323,1
City Hospital,28.61,77.2,2024,3,15,8,X-ray,Dr Ray,Yes,No,4,411,9
Green Valley Hospital,28.7,77.3,2024,10,151,107,Emergency,Dr Doe,Yes,No,0,96,0
Green Valley Hospital,28.7,77.3,2022,23,1,1,Dental,Dr Ali,Yes,No,1,111,10
Metro Hospital,28.65,77.25,2022,9,40,67,Dental,Dr Wong,No,Yes,1,129,7
Metro Hospital,28.65,77.25,2023,4,10,7,Orthopedic,Dr Patel,Yes,No,2,269,6
Metro Hospital,28.65,77.25,2022,9,28,12,Dental,Dr Singh,Yes,No,1,186,6
Green Valley Hospital,28.7,77.3,2023,11,84,35,Cardiology,Dr Lee,Yes,No,3,389,1
Green Valley Hospital,28.7,77.3,2022,1,2,29,Orthopedic,Dr Verma,No,Yes,2,292,7
Green Valley Hospital,28.7,77.3,2022,8,49,22,Cardiology,Dr Gupta,Yes,No,3,339,5
Metro Hospital,28.65,77.25,2022,9,40,43,Orthopedic,Dr Reddy,No,Yes,2,232,7
Green Valley Hospital,28.7,77.3,2023,23,52,61,Cardiology,Dr Kim,No,Yes,3,336,5
Metro Hospital,28.65,77.25,2022,0,3,3,Dental,Dr Wong,Yes,No,1,165,6
Metro Hospital,28.65,77.25,2022,6,8,6,Cardiology,Dr Gupta,Yes,No,3,390,9
City Hospital,28.61,77.2,2024,6,4,6,Orthopedic,Dr Reddy,Yes,No,2,272,7
City Hospital,28.61,77.2,2022,9,78,52,Emergency,Dr Smith,Yes,No,0,53,3
Metro Hospital,28.65,77.25,2023,6,13,7,X-ray,Dr Ray,Yes,No,4,457,7
Green Valley Hospital,28.7,77.3,2024,2,7,8,Orthopedic,Dr Reddy,Yes,No,2,292,8
Green Valley Hospital,28.7,77.3,2023,17,41,20,Cardiology,Dr Lee,Yes,No,3,396,5
Green Valley Hospital,28.7,77.3,2024,12,67,46,Dental,Dr Ali,Yes,No,1,137,1
Green Valley Hospital,28.7,77.3,2024,5,28,17,Emergency,Dr Smith,Yes,No,0,46,4
City Hospital,28.61,77.2,2023,9,42,19,Dental,Dr Singh,Yes,No,1,159,6
Metro Hospital,28.65,77.25,2022,2,11,35,Orthopedic,Dr Patel,No,Yes,2,299,9
City Hospital,28.61,77.2,2023,18,99,47,Orthopedic,Dr Patel,Yes,No,2,276,1
Metro Hospital,28.65,77.25,2022,16,47,26,Orthopedic,Dr Patel,Yes,No,2,254,3
Metro Hospital,28.65,77.25,2024,20,73,46,X-ray,Dr Ray,Yes,No,4,431,2
Metro Hospital,28.65,77.25,2022,3,14,10,X-ray,Dr Das,Yes,No,4,419,8
Green Valley Hospital,28.7,77.3,2023,0,28,55,Cardiology,Dr Lee,No,Yes,3,363,5
City Hospital,28.61,77.2,2022,6,3,3,Orthopedic,Dr Verma,Yes,No,2,294,10
Metro Hospital,28.65,77.25,2023,18,149,93,Emergency,Dr Smith,Yes,No,0,93,0
City Hospital,28.61,77.2,2022,1,1,33,Dental,Dr Ali,No,Yes,1,154,7
Green Valley Hospital,28.7,77.3,2022,2,38,20,Emergency,Dr Smith,Yes,No,0,46,5
Metro Hospital,28.65,77.25,2022,7,44,27,Cardiology,Dr Lee,Yes,No,3,342,3
Metro Hospital,28.65,77.25,2022,8,105,61,Emergency,Dr Khan,Yes,No,0,87,0
City Hospital,28.61,77.2,2024,10,64,67,Orthopedic,Dr Reddy,No,Yes,2,249,4
City Hospital,28.61,77.2,2024,1,2,5,Dental,Dr Wong,Yes,No,1,163,6
City Hospital,28.61,77.2,2024,13,49,33,X-ray,Dr Das,Yes,No,4,434,4
City Hospital,28.61,77.2,2022,21,2,6,Dental,Dr Wong,Yes,No,1,156,10
Green Valley Hospital,28.7,77.3,2024,19,74,42,X-ray,Dr Das,Yes,No,4,467,3
Metro Hospital,28.65,77.25,2024,20,126,82,Emergency,Dr Khan,Yes,No,0,86,0
Metro Hospital,28.65,77.25,2024,12,51,68,X-ray,Dr Das,No,Yes,4,411,4
Metro Hospital,28.65,77.25,2024,17,37,22,Cardiology,Dr Wright,Yes,No,3,356,7
Metro Hospital,28.65,77.25,2022,22,40,49,Orthopedic,Dr Patel,No,Yes,2,279,6
City Hospital,28.61,77.2,2024,6,11,10,Orthopedic,Dr Verma,Yes,No,2,264,6
City Hospital,28.61,77.2,2023,13,62,44,Cardiology,Dr Kim,Yes,No,3,387,4
Green Valley Hospital,28.7,77.3,2022,6,1,1,Dental,Dr Singh,Yes,No,1,194,10
Metro Hospital,28.65,77.25,2024,1,40,27,Emergency,Dr Smith,Yes,No,0,33,4
City Hospital,28.61,77.2,2023,23,106,58,Emergency,Dr Allen,Yes,No,0,78,0
Green Valley Hospital,28.7,77.3,2024,19,78,42,Dental,Dr Ali,Yes,No,1,180,2
Metro Hospital,28.65,77.25,2024,6,4,6,Orthopedic,Dr Reddy,Yes,No,2,263,6
Metro Hospital,28.65,77.25,2024,23,46,32,X-ray,Dr Das,Yes,No,4,414,5
Metro Hospital,28.65,77.25,2024,22,61,37,Emergency,Dr Khan,Yes,No,0,97,4
City Hospital,28.61,77.2,2024,11,72,31,Cardiology,Dr Kim,Yes,No,3,328,4
Green Valley Hospital,28.7,77.3,2022,7,2,6,Dental,Dr Singh,Yes,No,1,110,8
Metro Hospital,28.65,77.25,2024,5,34,19,Emergency,Dr Khan,Yes,No,0,95,5
Green Valley Hospital,28.7,77.3,2024,2,10,6,X-ray,Dr Ray,Yes,No,4,418,9
Green Valley Hospital,28.7,77.3,2022,17,35,25,Orthopedic,Dr Sharma,Yes,No,2,276,6
Metro Hospital,28.65,77.25,2022,13,133,72,Emergency,Dr Smith,Yes,No,0,48,0
City Hospital,28.61,77.2,2022,6,10,11,X-ray,Dr Das,Yes,No,4,435,8
Metro Hospital,28.65,77.25,2023,21,52,32,X-ray,Dr Das,Yes,No,4,485,4
Metro Hospital,28.65,77.25,2024,16,45,23,Orthopedic,Dr Patel,Yes,No,2,262,6
City Hospital,28.61,77.2,2024,4,2,3,Dental,Dr Ali,Yes,No,1,188,8
Metro Hospital,28.65,77.25,2022,16,28,14,Dental,Dr Singh,Yes,No,1,117,8
Metro Hospital,28.65,77.25,2024,17,64,26,Emergency,Dr Smith,Yes,No,0,47,5
City Hospital,28.61,77.2,2022,9,30,17,X-ray,Dr Ray,Yes,No,4,473,8
Green Valley Hospital,28.7,77.3,2023,19,102,57,Cardiology,Dr Wright,Yes,No,3,380,0
Green Valley Hospital,28.7,77.3,2022,6,7,6,Cardiology,Dr Wright,Yes,No,3,348,7
Green Valley Hospital,28.7,77.3,2024,20,90,61,Orthopedic,Dr Sharma,Yes,No,2,277,2
City Hospital,28.61,77.2,2023,12,60,73,X-ray,Dr Das,No,Yes,4,433,3
City Hospital,28.61,77.2,2024,16,32,36,X-ray,Dr Das,No,Yes,4,495,8
Green Valley Hospital,28.7,77.3,2022,15,28,16,Dental,Dr Ali,Yes,No,1,172,7
City Hospital,28.61,77.2,2023,17,50,35,Dental,Dr Wong,Yes,No,1,185,4
City Hospital,28.61,77.2,2023,17,35,28,Dental,Dr Wong,Yes,No,1,145,6
Green Valley Hospital,28.7,77.3,2023,22,67,63,Emergency,Dr Doe,No,Yes,0,10,3
Green Valley Hospital,28.7,77.3,2022,2,41,26,Emergency,Dr Smith,Yes,No,0,60,5
Metro Hospital,28.65,77.25,2023,6,11,9,Cardiology,Dr Wright,Yes,No,3,324,9
Metro Hospital,28.65,77.25,2022,1,39,30,Emergency,Dr Smith,Yes,No,0,94,6
City Hospital,28.61,77.2,2022,1,3,3,Orthopedic,Dr Sharma,Yes,No,2,255,8
City Hospital,28.61,77.2,2022,10,92,56,Dental,Dr Wong,Yes,No,1,185,2
City Hospital,28.61,77.2,2022,8,85,48,Emergency,Dr Doe,Yes,No,0,18,2
City Hospital,28.61,77.2,2023,11,94,43,Dental,Dr Ali,Yes,No,1,189,1
Metro Hospital,28.65,77.25,2023,7,33,15,X-ray,Dr Ray,Yes,No,4,431,5
Green Valley Hospital,28.7,77.3,2022,22,106,93,Emergency,Dr Khan,No,Yes,0,90,0
Green Valley Hospital,28.7,77.3,2023,13,61,34,Dental,Dr Wong,Yes,No,1,126,2
City Hospital,28.61,77.2,2023,20,134,92,Emergency,Dr Allen,Yes,No,0,22,0
Metro Hospital,28.65,77.25,2022,15,27,50,X-ray,Dr Das,No,Yes,4,451,7
Metro Hospital,28.65,77.25,2022,19,93,41,Orthopedic,Dr Reddy,Yes,No,2,264,2
Green Valley Hospital,28.7,77.3,2024,17,35,20,Dental,Dr Wong,Yes,No,1,145,8
City Hospital,28.61,77.2,2023,15,86,80,Emergency,Dr Smith,No,Yes,0,80,3
Metro Hospital,28.65,77.25,2022,20,150,82,Emergency,Dr Allen,Yes,No,0,93,0
Green Valley Hospital,28.7,77.3,2024,9,37,25,X-ray,Dr Ray,Yes,No,4,497,5
Green Valley Hospital,28.7,77.3,2024,0,82,58,Emergency,Dr Doe,Yes,No,0,81,3
Green Valley Hospital,28.7,77.3,2024,2,9,37,X-ray,Dr Das,No,Yes,4,488,6
City Hospital,28.61,77.2,2023,20,59,35,X-ray,Dr Das,Yes,No,4,461,4
City Hospital,28.61,77.2,2023,8,35,24,X-ray,Dr Ray,Yes,No,4,446,7
Green Valley Hospital,28.7,77.3,2022,9,40,26,Cardiology,Dr Lee,Yes,No,3,313,4
City Hospital,28.61,77.2,2022,17,87,58,Emergency,Dr Allen,Yes,No,0,91,4
City Hospital,28.61,77.2,2022,7,2,5,Dental,Dr Wong,Yes,No,1,191,9
Green Valley Hospital,28.7,77.3,2022,22,89,48,Emergency,Dr Doe,Yes,No,0,46,2
Metro Hospital,28.65,77.25,2023,23,46,23,X-ray,Dr Das,Yes,No,4,456,5
City Hospital,28.61,77.2,2024,13,59,39,X-ray,Dr Ray,Yes,No,4,471,4
Green Valley Hospital,28.7,77.3,2024,3,17,14,X-ray,Dr Das,Yes,No,4,439,10
Green Valley Hospital,28.7,77.3,2024,9,73,44,Emergency,Dr Doe,Yes,No,0,24,3
Green Valley Hospital,28.7,77.3,2023,1,19,15,X-ray,Dr Ray,Yes,No,4,476,5
Green Valley Hospital,28.7,77.3,2024,10,93,88,Cardiology,Dr Kim,No,Yes,3,366,0
Metro Hospital,28.65,77.25,2022,2,26,16,Emergency,Dr Khan,Yes,No,0,58,4
City Hospital,28.61,77.2,2023,17,54,38,Orthopedic,Dr Sharma,Yes,No,2,249,3
Metro Hospital,28.65,77.25,2024,3,8,5,Cardiology,Dr Wright,Yes,No,3,350,6
Green Valley Hospital,28.7,77.3,2024,1,3,38,Cardiology,Dr Wright,No,Yes,3,383,9
Green Valley Hospital,28.7,77.3,2023,13,92,53,Dental,Dr Wong,Yes,No,1,123,0
City Hospital,28.61,77.2,2024,22,100,57,Emergency,Dr Khan,Yes,No,0,72,3
City Hospital,28.61,77.2,2023,7,26,54,X-ray,Dr Das,No,Yes,4,415,8
Metro Hospital,28.65,77.25,2024,14,72,78,Cardiology,Dr Wright,No,Yes,3,386,1
City Hospital,28.61,77.2,2022,2,1,2,Dental,Dr Singh,Yes,No,1,164,8
City Hospital,28.61,77.2,2024,15,39,27,Dental,Dr Ali,Yes,No,1,139,6
Metro Hospital,28.65,77.25,2024,14,63,46,Dental,Dr Wong,Yes,No,1,152,4
Green Valley Hospital,28.7,77.3,2023,16,40,24,X-ray,Dr Das,Yes,No,4,499,5
City Hospital,28.61,77.2,2022,14,83,54,Cardiology,Dr Wright,Yes,No,3,317,1
Metro Hospital,28.65,77.25,2023,22,32,23,X-ray,Dr Das,Yes,No,4,425,8
Metro Hospital,28.65,77.25,2023,13,91,46,Orthopedic,Dr Patel,Yes,No,2,255,1
Metro Hospital,28.65,77.25,2022,10,62,76,X-ray,Dr Das,No,Yes,4,469,2
City Hospital,28.61,77.2,2022,13,83,49,Orthopedic,Dr Verma,Yes,No,2,221,2
Green Valley Hospital,28.7,77.3,2022,8,42,26,Dental,Dr Singh,Yes,No,1,125,4
City Hospital,28.61,77.2,2024,14,45,25,X-ray,Dr Ray,Yes,No,4,412,3
City Hospital,28.61,77.2,2022,7,35,22,X-ray,Dr Das,Yes,No,4,438,5
Green Valley Hospital,28.7,77.3,2023,3,41,22,Emergency,Dr Doe,Yes,No,0,71,6
Green Valley Hospital,28.7,77.3,2023,9,111,79,Emergency,Dr Doe,Yes,No,0,92,0
City Hospital,28.61,77.2,2023,9,31,55,Dental,Dr Ali,No,Yes,1,151,8
Green Valley Hospital,28.7,77.3,2024,19,68,47,X-ray,Dr Ray,Yes,No,4,453,5
Green Valley Hospital,28.7,77.3,2022,14,60,34,Dental,Dr Singh,Yes,No,1,175,5
City Hospital,28.61,77.2,2022,11,145,94,Emergency,Dr Doe,Yes,No,0,36,0
Green Valley Hospital,28.7,77.3,2022,11,72,43,Orthopedic,Dr Verma,Yes,No,2,299,2
City Hospital,28.61,77.2,2023,16,51,56,Dental,Dr Wong,No,Yes,1,172,6
City Hospital,28.61,77.2,2022,20,67,31,X-ray,Dr Das,Yes,No,4,414,3
City Hospital,28.61,77.2,2023,14,150,66,Emergency,Dr Doe,Yes,No,0,89,0
Green Valley Hospital,28.7,77.3,2023,15,27,17,Orthopedic,Dr Sharma,Yes,No,2,299,5
City Hospital,28.61,77.2,2023,10,87,92,Cardiology,Dr Gupta,No,Yes,3,364,0
City Hospital,28.61,77.2,2023,21,142,92,Emergency,Dr Doe,Yes,No,0,58,0
Green Valley Hospital,28.7,77.3,2022,22,29,15,X-ray,Dr Ray,Yes,No,4,490,8
City Hospital,28.61,77.2,2023,18,52,34,X-ray,Dr Ray,Yes,No,4,420,4
Metro Hospital,28.65,77.25,2023,7,23,18,X-ray,Dr Ray,Yes,No,4,434,5
City Hospital,28.61,77.2,2023,23,43,59,Cardiology,Dr Kim,No,Yes,3,328,7
Metro Hospital,28.65,77.25,2024,6,15,13,X-ray,Dr Ray,Yes,No,4,411,9
Green Valley Hospital,28.7,77.3,2022,4,41,25,Emergency,Dr Allen,Yes,No,0,12,6
Metro Hospital,28.65,77.25,2024,8,34,53,X-ray,Dr Ray,No,Yes,4,491,6
City Hospital,28.61,77.2,2024,0,53,56,Emergency,Dr Allen,No,Yes,0,69,4
Metro Hospital,28.65,77.25,2023,7,31,24,X-ray,Dr Ray,Yes,No,4,471,4
Green Valley Hospital,28.7,77.3,2022,5,8,9,Orthopedic,Dr Verma,Yes,No,2,241,5
Green Valley Hospital,28.7,77.3,2023,19,78,49,Cardiology,Dr Lee,Yes,No,3,396,1
Metro Hospital,28.65,77.25,2022,23,0,0,Dental,Dr Ali,Yes,No,1,143,9
City Hospital,28.61,77.2,2023,14,133,86,Emergency,Dr Khan,Yes,No,0,82,0
Metro Hospital,28.65,77.25,2022,12,48,31,X-ray,Dr Ray,Yes,No,4,466,6
Green Valley Hospital,28.7,77.3,2024,23,105,54,Emergency,Dr Doe,Yes,No,0,90,0
City Hospital,28.61,77.2,2022,5,13,10,X-ray,Dr Ray,Yes,No,4,425,8
Green Valley Hospital,28.7,77.3,2022,15,47,30,Cardiology,Dr Kim,Yes,No,3,363,4
City Hospital,28.61,77.2,2023,22,43,22,Cardiology,Dr Kim,Yes,No,3,397,4
Metro Hospital,28.65,77.25,2022,18,102,72,Cardiology,Dr Kim,Yes,No,3,361,0
City Hospital,28.61,77.2,2022,21,68,39,X-ray,Dr Das,Yes,No,4,412,2
Metro Hospital,28.65,77.25,2024,2,11,8,Orthopedic,Dr Sharma,Yes,No,2,257,8
City Hospital,28.61,77.2,2022,11,74,48,Cardiology,Dr Lee,Yes,No,3,361,4
Metro Hospital,28.65,77.25,2022,22,50,61,Cardiology,Dr Lee,No,Yes,3,391,3
City Hospital,28.61,77.2,2022,8,95,64,Emergency,Dr Doe,Yes,No,0,93,1
Metro Hospital,28.65,77.25,2022,19,88,49,Cardiology,Dr Wright,Yes,No,3,376,1
City Hospital,28.61,77.2,2023,15,75,44,Emergency,Dr Smith,Yes,No,0,71,4
City Hospital,28.61,77.2,2022,1,38,22,Emergency,Dr Allen,Yes,No,0,47,4
City Hospital,28.61,77.2,2022,5,3,6,Cardiology,Dr Kim,Yes,No,3,353,7
City Hospital,28.61,77.2,2024,21,86,40,Orthopedic,Dr Sharma,Yes,No,2,281,2
City Hospital,28.61,77.2,2023,8,32,46,X-ray,Dr Ray,No,Yes,4,433,5
Metro Hospital,28.65,77.25,2022,18,82,51,Dental,Dr Wong,Yes,No,1,128,1
Green Valley Hospital,28.7,77.3,2024,0,49,37,Cardiology,Dr Gupta,Yes,No,3,342,5
City Hospital,28.61,77.2,2023,4,13,12,X-ray,Dr Das,Yes,No,4,468,8
Metro Hospital,28.65,77.25,2022,9,31,20,X-ray,Dr Ray,Yes,No,4,462,8
Green Valley Hospital,28.7,77.3,2024,1,10,46,Orthopedic,Dr Reddy,No,Yes,2,242,9
City Hospital,28.61,77.2,2024,8,39,25,X-ray,Dr Das,Yes,No,4,446,6
City Hospital,28.61,77.2,2022,5,8,5,Orthopedic,Dr Reddy,Yes,No,2,213,7
Metro Hospital,28.65,77.25,2022,22,30,17,X-ray,Dr Das,Yes,No,4,414,4
City Hospital,28.61,77.2,2024,20,184,94,Emergency,Dr Smith,Yes,No,0,19,0
City Hospital,28.61,77.2,2022,21,61,59,X-ray,Dr Das,No,Yes,4,419,5
City Hospital,28.61,77.2,2024,9,70,63,Emergency,Dr Khan,No,Yes,0,99,5
City Hospital,28.61,77.2,2024,17,25,15,Dental,Dr Singh,Yes,No,1,133,7
Green Valley Hospital,28.7,77.3,2023,12,121,75,Emergency,Dr Allen,Yes,No,0,41,0
City Hospital,28.61,77.2,2024,14,69,32,Dental,Dr Wong,Yes,No,1,122,4
Metro Hospital,28.65,77.25,2023,11,70,35,Dental,Dr Wong,Yes,No,1,160,4
Green Valley Hospital,28.7,77.3,2024,9,25,15,Orthopedic,Dr Sharma,Yes,No,2,216,8
Metro Hospital,28.65,77.25,2022,12,113,78,Emergency,Dr Smith,No,Yes,0,89,0
Metro Hospital,28.65,77.25,2022,5,3,3,Dental,Dr Singh,Yes,No,1,198,9
City Hospital,28.61,77.2,2023,13,83,46,Dental,Dr Ali,Yes,No,1,169,3
Metro Hospital,28.65,77.25,2022,3,27,18,Emergency,Dr Allen,Yes,No,0,86,7
Metro Hospital,28.65,77.25,2022,21,3,3,Dental,Dr Wong,Yes,No,1,128,6
City Hospital,28.61,77.2,2023,6,50,29,Emergency,Dr Doe,Yes,No,0,73,5
Metro Hospital,28.65,77.25,2023,4,3,6,Dental,Dr Singh,Yes,No,1,195,9
Green Valley Hospital,28.7,77.3,2022,11,69,37,Dental,Dr Singh,Yes,No,1,112,3
Metro Hospital,28.65,77.25,2024,2,2,2,Dental,Dr Wong,Yes,No,1,183,8
Metro Hospital,28.65,77.25,2023,18,103,76,Dental,Dr Ali,No,Yes,1,121,0
City Hospital,28.61,77.2,2022,18,72,49,Orthopedic,Dr Verma,Yes,No,2,249,2
City Hospital,28.61,77.2,2022,4,13,10,X-ray,Dr Ray,Yes,No,4,433,7
Green Valley Hospital,28.7,77.3,2024,0,43,22,Orthopedic,Dr Sharma,Yes,No,2,290,6
Metro Hospital,28.65,77.25,2023,1,6,3,Orthopedic,Dr Reddy,Yes,No,2,242,10
City Hospital,28.61,77.2,2023,5,40,18,Emergency,Dr Doe,Yes,No,0,13,3
Green Valley Hospital,28.7,77.3,2024,10,74,38,Dental,Dr Singh,Yes,No,1,174,2
Green Valley Hospital,28.7,77.3,2024,13,85,51,Cardiology,Dr Gupta,Yes,No,3,348,1
City Hospital,28.61,77.2,2023,19,90,50,Dental,Dr Wong,Yes,No,1,179,2
Green Valley Hospital,28.7,77.3,2024,15,43,20,Orthopedic,Dr Reddy,Yes,No,2,237,6
Metro Hospital,28.65,77.25,2023,2,9,6,Cardiology,Dr Lee,Yes,No,3,325,9
Green Valley Hospital,28.7,77.3,2022,6,12,10,X-ray,Dr Ray,Yes,No,4,499,6
Metro Hospital,28.65,77.25,2022,15,89,63,Emergency,Dr Smith,Yes,No,0,53,2
Metro Hospital,28.65,77.25,2023,2,1,5,Dental,Dr Wong,Yes,No,1,164,6
Green Valley Hospital,28.7,77.3,2024,8,37,26,Cardiology,Dr Lee,Yes,No,3,353,5
City Hospital,28.61,77.2,2022,22,55,60,Emergency,Dr Doe,No,Yes,0,17,3
Metro Hospital,28.65,77.25,2024,15,28,43,Cardiology,Dr Lee,No,Yes,3,376,4
Green Valley Hospital,28.7,77.3,2024,13,65,31,Cardiology,Dr Lee,Yes,No,3,314,4
Green Valley Hospital,28.7,77.3,2024,21,0,0,Dental,Dr Wong,No,Yes,1,115,7
Green Valley Hospital,28.7,77.3,2023,21,76,45,Orthopedic,Dr Verma,Yes,No,2,231,3
Green Valley Hospital,28.7,77.3,2022,19,104,52,Cardiology,Dr Kim,Yes,No,3,372,0
Metro Hospital,28.65,77.25,2024,5,1,4,Dental,Dr Ali,Yes,No,1,193,8
Green Valley Hospital,28.7,77.3,2023,10,52,33,X-ray,Dr Das,Yes,No,4,478,4
Green Valley Hospital,28.7,77.3,2024,14,52,56,X-ray,Dr Ray,No,Yes,4,480,4
Metro Hospital,28.65,77.25,2022,19,71,78,X-ray,Dr Das,No,Yes,4,483,2
Metro Hospital,28.65,77.25,2023,17,30,22,X-ray,Dr Ray,Yes,No,4,436,6
City Hospital,28.61,77.2,2022,0,62,37,Emergency,Dr Smith,Yes,No,0,29,2
Green Valley Hospital,28.7,77.3,2023,23,85,53,Emergency,Dr Allen,Yes,No,0,54,2
Metro Hospital,28.65,77.25,2024,6,1,1,Dental,Dr Singh,Yes,No,1,123,9
Green Valley Hospital,28.7,77.3,2024,7,73,53,Emergency,Dr Allen,Yes,No,0,43,3
Metro Hospital,28.65,77.25,2024,14,66,57,Cardiology,Dr Wright,No,Yes,3,398,2
Green Valley Hospital,28.7,77.3,2023,3,14,9,X-ray,Dr Das,Yes,No,4,423,6
Green Valley Hospital,28.7,77.3,2024,17,53,62,Orthopedic,Dr Verma,No,Yes,2,223,3
Metro Hospital,28.65,77.25,2023,14,83,39,Dental,Dr Ali,Yes,No,1,152,2
Metro Hospital,28.65,77.25,2024,0,3,6,Dental,Dr Ali,Yes,No,1,186,9
Metro Hospital,28.65,77.25,2023,20,73,46,Orthopedic,Dr Sharma,Yes,No,2,288,2
Metro Hospital,28.65,77.25,2024,10,93,56,Orthopedic,Dr Reddy,Yes,No,2,234,2
Green Valley Hospital,28.7,77.3,2024,19,101,56,Dental,Dr Ali,Yes,No,1,198,1
Metro Hospital,28.65,77.25,2023,7,29,12,Orthopedic,Dr Reddy,Yes,No,2,243,7
Green Valley Hospital,28.7,77.3,2022,4,1,1,Dental,Dr Singh,Yes,No,1,139,8
Green Valley Hospital,28.7,77.3,2023,11,92,56,Cardiology,Dr Kim,Yes,No,3,336,0
Metro Hospital,28.65,77.25,2023,17,29,13,X-ray,Dr Das,Yes,No,4,499,7
City Hospital,28.61,77.2,2022,19,180,80,Emergency,Dr Smith,Yes,No,0,28,0
City Hospital,28.61,77.2,2023,8,85,43,Emergency,Dr Khan,Yes,No,0,14,2
Metro Hospital,28.65,77.25,2023,18,164,93,Emergency,Dr Allen,Yes,No,0,29,0
Metro Hospital,28.65,77.25,2023,18,52,29,X-ray,Dr Das,Yes,No,4,460,3
Metro Hospital,28.65,77.25,2024,0,70,38,Emergency,Dr Allen,Yes,No,0,99,4
City Hospital,28.61,77.2,2023,13,64,35,Orthopedic,Dr Patel,Yes,No,2,254,4
Green Valley Hospital,28.7,77.3,2023,20,56,73,X-ray,Dr Das,No,Yes,4,420,3
Metro Hospital,28.65,77.25,2022,22,76,71,Emergency,Dr Khan,No,Yes,0,33,4
City Hospital,28.61,77.2,2022,17,51,51,Dental,Dr Singh,No,Yes,1,166,4
City Hospital,28.61,77.2,2023,13,65,41,Dental,Dr Ali,Yes,No,1,192,2
City Hospital,28.61,77.2,2024,1,5,7,Cardiology,Dr Kim,Yes,No,3,386,8
